Mot1,Mot2,Poids
Afghanistan,Afrique,0.00204179862364691
Afghanistan,Agriculture,0.000164159494171821
Afghanistan,Algérie,0.000757659203869942
Afghanistan,Allemagne,0.00110690401784428
Afghanistan,Amérique latine,0.000318938445819538
Afghanistan,Arabie saoudite,0.00105696428008689
Afghanistan,Asie,0.000819802564833821
Afghanistan,Attentat de Bruxelles (mai 2014),0.000101021227182659
Afghanistan,Attentats de Paris (janv. 2015),0.000257964919412861
Afghanistan,Australie,0.000328318988343642
Afghanistan,Aymeric Chauprade,8.20797470859104e-05
Afghanistan,Bachar al-Assad,0.000164159494171821
Afghanistan,Barack Obama,0.00690766168830049
Afghanistan,Belgique,0.000101021227182659
Afghanistan,BHL,0.000119388723034052
Afghanistan,Brésil,8.75517302249711e-05
Afghanistan,Canada,8.75517302249711e-05
Afghanistan,Caucase,0.000333530400857033
Afghanistan,Chine,0.00434832242559644
Afghanistan,Cinéma,0.000109439662781214
Afghanistan,Communautés,0.000363676417857572
Afghanistan,Corée du Nord,0.000569086246462312
Afghanistan,Corruption,0.000426814684846734
Afghanistan,Croatie,0.000218879325562428
Afghanistan,Culture,0.000164159494171821
Afghanistan,Cyberguerre,8.75517302249711e-05
Afghanistan,Daech,0.00227061243208452
Afghanistan,Défense,0.0161158340102658
Afghanistan,Délinquance ,0.000514366415071705
Afghanistan,Désinformation,0.000986520388784942
Afghanistan,Donald Trump,0.000218879325562428
Afghanistan,Drogue,0.00223204797948542
Afghanistan,Économie,0.00316282083175474
Afghanistan,Éducation,8.75517302249711e-05
Afghanistan,Edward Snowden,0.000218879325562428
Afghanistan,Égypte,7.72515266690922e-05
Afghanistan,Émirats arabes unis,7.72515266690922e-05
Afghanistan,Énergie,0.000145919550374952
Afghanistan,Érythrée,8.75517302249711e-05
Afghanistan,États-Unis,0.0545120951840263
Afghanistan,Ex-Urss,0.00351466642140215
Afghanistan,Ex-Yougoslavie,0.00139941185579433
Afghanistan,Extrême gauche,0.000164159494171821
Afghanistan,Féminisme,0.000145919550374952
Afghanistan,Forces de l’ordre,0.000218879325562428
Afghanistan,Franc-maçonnerie,7.29597751874759e-05
Afghanistan,France,0.00916371496444724
Afghanistan,François Hollande,0.00111893764310247
Afghanistan,Géopolitique,0.0072197724548586
Afghanistan,Grèce,0.000406490176044509
Afghanistan,Hamas,9.38054252410405e-05
Afghanistan,Hezbollah,0.000166765200428516
Afghanistan,Histoire,0.00121634368062549
Afghanistan,Hugo Chávez,0.000164159494171821
Afghanistan,Immigration,0.00204808511776272
Afghanistan,Inde,0.00212625630546358
Afghanistan,Insolite,0.000492478482515463
Afghanistan,International,0.0885271650539788
Afghanistan,Internet,0.000119388723034052
Afghanistan,Irak,0.00821726467843777
Afghanistan,Iran,0.00537713961159439
Afghanistan,Islam,0.00101205631010056
Afghanistan,Israël,0.00385103030004182
Afghanistan,Italie,0.00110434568806498
Afghanistan,Japon,0.000131327595337457
Afghanistan,Jean-Claude Paye,0.000187610850482081
Afghanistan,Jean-Marie Le Pen,0.000437758651124856
Afghanistan,Judaïsme,0.000329849612997924
Afghanistan,Justice & Droit,0.000507070437552958
Afghanistan,Kirghizistan,0.000333530400857033
Afghanistan,Koweït,0.000262655190674913
Afghanistan,Liban,0.000596105415954817
Afghanistan,Libéralisme,0.000187610850482081
Afghanistan,Libye,0.00471649049794545
Afghanistan,LRPS,0.00112766949232071
Afghanistan,Macédoine,0.000218879325562428
Afghanistan,Maghreb,0.000285324835108165
Afghanistan,Mali,0.000262655190674913
Afghanistan,Manlio Dinucci,0.00129656663423198
Afghanistan,Maurice Gendre,0.000119388723034052
Afghanistan,Médias,0.0025788674822516
Afghanistan,Monarchies du Golfe,0.000576870566132664
Afghanistan,Mondialisme,0.000187610850482081
Afghanistan,N.W.O.,0.000383038819734249
Afghanistan,Nationalisme,0.000206940453259023
Afghanistan,Nicolas Sarkozy,0.00125482795764746
Afghanistan,Nucléaire,0.000228828385815265
Afghanistan,ONG,0.000383038819734249
Afghanistan,ONU,0.000600923239271393
Afghanistan,Opinions,0.00113087651540588
Afghanistan,OTAN,0.0216708116268606
Afghanistan,Ouzbékistan,0.000187610850482081
Afghanistan,Pakistan,0.0108877303994542
Afghanistan,Palestine,0.00116393618576618
Afghanistan,Politique,0.00198551536850229
Afghanistan,Pologne,0.000187610850482081
Afghanistan,Proche-Orient,0.000939584877064688
Afghanistan,Qatar,0.0015536920681902
Afghanistan,Rédaction E&R,8.75517302249711e-05
Afghanistan,Religion,0.000640529974373165
Afghanistan,Renseignement,0.00149996714282487
Afghanistan,Royaume-Uni,0.00238642841135271
Afghanistan,Russie,0.00837979515065611
Afghanistan,Seconde Guerre mondiale,0.000145919550374952
Afghanistan,Sécurité,0.000109439662781214
Afghanistan,Serbie,0.000488569923130419
Afghanistan,Sexualité,0.000450266041156994
Afghanistan,Sionisme,0.000329849612997924
Afghanistan,Social,0.000426814684846734
Afghanistan,Somalie,0.000225133020578497
Afghanistan,Soudan,0.000312684750803468
Afghanistan,Syrie,0.00712111147661763
Afghanistan,Tadjikistan,0.000187610850482081
Afghanistan,Terrorisme,0.00177969737332307
Afghanistan,Thierry Meyssan,0.00045551989956416
Afghanistan,Traité transatlantique,8.75517302249711e-05
Afghanistan,Turquie,0.00220976152714875
Afghanistan,Ukraine,0.000542427867066888
Afghanistan,Union européenne,0.00187073674115316
Afghanistan,Venezuela,0.000363676417857572
Afghanistan,Yémen,0.000356460615915954
Afrique,Afrique du Sud,0.00114911645920275
Afrique,Agriculture,0.000164159494171821
Afrique,Alain de Benoist,0.000218879325562428
Afrique,Alain Juppé,0.000328318988343642
Afrique,Algérie,0.00349042667943866
Afrique,Allemagne,0.000187610850482081
Afrique,Amérique latine,0.00199154129199242
Afrique,Antiracisme,0.000481534516237341
Afrique,Arabie saoudite,0.00165439867449356
Afrique,Asie,0.00128591603767926
Afrique,Attentats de Paris (janv. 2015),0.000312684750803468
Afrique,Banques,0.00152433816016691
Afrique,Barack Obama,0.00335242149428739
Afrique,Bernard Lugan,0.0113980005714035
Afrique,BHL,0.000831741437137226
Afrique,Brésil,0.000515929838825723
Afrique,BRICS,0.000262655190674913
Afrique,Burkina Faso,0.00205425863720166
Afrique,Burundi,0.000656637976687283
Afrique,Cameroun,0.000919293167362197
Afrique,Canada,0.000474238538718594
Afrique,Centrafrique,0.00278133085839685
Afrique,Chine,0.00590790619144602
Afrique,Christianisme,0.000885466362502549
Afrique,Climat,0.000131327595337457
Afrique,Colonisation,0.00046485799619449
Afrique,Communautés,0.00168693423058471
Afrique,Congo,0.00268027683211446
Afrique,Congo-Brazzaville,0.00059410102652659
Afrique,Corruption,0.000758260520698411
Afrique,Côte-d’Ivoire,0.00459799646146527
Afrique,Culture,0.00175624601701281
Afrique,Daech,0.000890911013058497
Afrique,Défense,0.0124078192540332
Afrique,Délinquance ,0.000164159494171821
Afrique,Démographie,0.000693117864281021
Afrique,Désinformation,0.000590974179018555
Afrique,Djibouti,0.000262655190674913
Afrique,Drogue,0.000736893729393507
Afrique,DSK,0.000328318988343642
Afrique,Écologie,0.0013497558409683
Afrique,Économie,0.0172335872414334
Afrique,Éducation,0.000997464355063064
Afrique,Égypte,0.000952092267096826
Afrique,Énergie,0.00248584376888757
Afrique,Esclavage,0.000802557527062235
Afrique,Espagne,0.000262655190674913
Afrique,États-Unis,0.0186423625688754
Afrique,Éthiopie,0.000218879325562428
Afrique,Euthanasie,0.000145919550374952
Afrique,Ex-Urss,0.000495004013195029
Afrique,Ex-Yougoslavie,0.000298012620188844
Afrique,Extrême gauche,0.000246239241257731
Afrique,FMI,0.000552409726419461
Afrique,Forces de l’ordre,0.000218879325562428
Afrique,Franc-maçonnerie,0.000164159494171821
Afrique,France,0.0298844544418625
Afrique,François Hollande,0.00282328272912965
Afrique,Front national,0.000365627964291783
Afrique,Futur,0.000729597751874759
Afrique,Gabon,0.000452919123891084
Afrique,Gambie,0.000218879325562428
Afrique,Géopolitique,0.0113449400675673
Afrique,George Soros,0.000262655190674913
Afrique,Grèce,6.25369501606937e-05
Afrique,Guinée,0.000145919550374952
Afrique,Hezbollah,0.000156342375401734
Afrique,Histoire,0.00600130229926698
Afrique,Hugo Chávez,0.000519385828176708
Afrique,Immigration,0.00880365373624931
Afrique,Inde,0.00160615733662715
Afrique,Ingénierie sociale,0.000187610850482081
Afrique,Insolite,0.000437758651124856
Afrique,International,0.107923935535573
Afrique,Internet,0.000437758651124856
Afrique,Irak,0.00228056149233736
Afrique,Iran,0.00258069147663129
Afrique,Islam,0.00275214694832186
Afrique,Israël,0.0110903097232941
Afrique,Italie,0.00151179797103503
Afrique,Jacques Vergès,0.000328318988343642
Afrique,Japon,0.000131327595337457
Afrique,JMLP,0.000119388723034052
Afrique,Judaïsme,0.00118559634679648
Afrique,Justice & Droit,0.00429472505228564
Afrique,Kenya,0.0011272285266465
Afrique,Koweït,0.000218879325562428
Afrique,Liban,0.000390855938504335
Afrique,Libéralisme,0.000145919550374952
Afrique,Libéria,0.000218879325562428
Afrique,Liberté d’expression,0.00123666818942772
Afrique,Libye,0.0143480099110467
Afrique,LRPS,0.00258772688352437
Afrique,Maghreb,0.00362478636932936
Afrique,Mali,0.0083380352229177
Afrique,Manlio Dinucci,0.00120440480832209
Afrique,Manuel Valls,0.000734809164388151
Afrique,Mariage homosexuel,0.000590974179018555
Afrique,Marine Le Pen,0.000649176181497655
Afrique,Maroc,0.00127358904269567
Afrique,Mauritanie,0.000328318988343642
Afrique,Médias,0.00270524423570134
Afrique,Mélenchon,0.000246239241257731
Afrique,Métaux précieux,0.000164159494171821
Afrique,Mexique,0.000145919550374952
Afrique,Monarchies du Golfe,0.000376119360535847
Afrique,Mondialisme,0.0020653301555343
Afrique,Multinationales,0.000283548217205872
Afrique,N.W.O.,0.000164159494171821
Afrique,Nationalisme,0.00060248666302541
Afrique,Nicolas Sarkozy,0.00376081584028871
Afrique,Niger,0.00180984339032361
Afrique,Nigeria,0.00156751270845093
Afrique,Nucléaire,0.000481534516237341
Afrique,ONG,0.000333530400857033
Afrique,ONU,0.00175833058201817
Afrique,Opinions,0.00151547875889414
Afrique,OTAN,0.00570788270388659
Afrique,Ouganda,0.000590974179018555
Afrique,Pakistan,9.38054252410405e-05
Afrique,Palestine,0.00184853539497723
Afrique,Pape François,0.000119388723034052
Afrique,Pédocriminalité,0.000262655190674913
Afrique,People,0.00113817249292462
Afrique,Persécutions !,0.000262655190674913
Afrique,Philippines,0.000164159494171821
Afrique,Politique,0.0104128905439071
Afrique,Première Guerre mondiale,0.000187610850482081
Afrique,Presse,0.000744189706912255
Afrique,Proche-Orient,0.00252575845109241
Afrique,Qatar,0.00257009122957378
Afrique,Recep Tayyip Erdogan,0.000145919550374952
Afrique,Religion,0.00192514315892408
Afrique,Renseignement,0.000755133673190376
Afrique,République centrafricaine,0.000590974179018555
Afrique,Royaume-Uni,0.0017307100956972
Afrique,Russie,0.00318785680655891
Afrique,Rwanda,0.00196209681129176
Afrique,Santé,0.004928432813914
Afrique,Schiste,0.000218879325562428
Afrique,Science,0.000766077639468497
Afrique,Seconde Guerre mondiale,0.000581593636494451
Afrique,Sécurité,0.000310079044546773
Afrique,Sénégal,0.00299082964143517
Afrique,Serbie,6.56637976687283e-05
Afrique,Sionisme,0.00205902908404084
Afrique,Social,0.00105218418645367
Afrique,Société,0.0025061682776898
Afrique,Somalie,0.000257964919412861
Afrique,Soudan,0.00122355948256711
Afrique,Sport,0.000328318988343642
Afrique,Suisse,0.000450266041156994
Afrique,Survivalisme,0.000437758651124856
Afrique,Syndicats,0.000437758651124856
Afrique,Syrie,0.00365826696146959
Afrique,Tchad,0.00180575443589003
Afrique,Terrorisme,0.00181192795532897
Afrique,Thierry Meyssan,6.25369501606937e-05
Afrique,Thomas Sankara,0.00130389541085046
Afrique,Togo,0.000333530400857033
Afrique,Tradition,0.000145919550374952
Afrique,Traité transatlantique,0.000164159494171821
Afrique,Traité transpacifique,0.000164159494171821
Afrique,Tunisie,0.000897372435706219
Afrique,Turquie,0.000996671038826208
Afrique,Ukraine,0.000313253268532202
Afrique,Union européenne,0.00459296544400042
Afrique,Vatican,0.000119388723034052
Afrique,Venezuela,0.000758589662541362
Afrique,Viêt Nam,0.000164159494171821
Afrique,Yémen,0.000444012346140925
Afrique,Zimbabwe,0.000218879325562428
Afrique du Sud,Agriculture,0.000218879325562428
Afrique du Sud,Allemagne,0.000131327595337457
Afrique du Sud,Amérique latine,9.38054252410405e-05
Afrique du Sud,Antiracisme,0.00139144714107543
Afrique du Sud,Banques,0.000422124413584682
Afrique du Sud,Barack Obama,0.000476844244975289
Afrique du Sud,Bernard Lugan,0.00136799578476517
Afrique du Sud,Brésil,0.00066445509545737
Afrique du Sud,BRICS,0.000164159494171821
Afrique du Sud,Burundi,0.000218879325562428
Afrique du Sud,Chine,0.000445575769894942
Afrique du Sud,Colombie,0.000218879325562428
Afrique du Sud,Communautés,0.00174321748572934
Afrique du Sud,Corruption,0.000328318988343642
Afrique du Sud,Culture,0.000262655190674913
Afrique du Sud,Défense,0.000547198313906069
Afrique du Sud,Désinformation,0.000328318988343642
Afrique du Sud,Économie,0.000974012998752804
Afrique du Sud,Éducation,0.000328318988343642
Afrique du Sud,Égypte,0.000383038819734249
Afrique du Sud,Énergie,0.000328318988343642
Afrique du Sud,États-Unis,0.00141020822612364
Afrique du Sud,Éthiopie,0.000262655190674913
Afrique du Sud,Ex-Urss,0.000328318988343642
Afrique du Sud,Féminisme,0.000328318988343642
Afrique du Sud,France,0.000844248827169364
Afrique du Sud,Gambie,0.000218879325562428
Afrique du Sud,Géopolitique,9.38054252410405e-05
Afrique du Sud,Histoire,0.00192770148870338
Afrique du Sud,Humour,0.000328318988343642
Afrique du Sud,Immigration,0.000766077639468497
Afrique du Sud,Inde,0.00074106285940422
Afrique du Sud,International,0.00985582334532532
Afrique du Sud,Irak,0.000218879325562428
Afrique du Sud,Iran,0.000187610850482081
Afrique du Sud,Israël,0.00257495892286656
Afrique du Sud,Jacques Sapir,0.000131327595337457
Afrique du Sud,Judaïsme,0.000450266041156994
Afrique du Sud,Justice & Droit,0.000547198313906069
Afrique du Sud,Kenya,0.000218879325562428
Afrique du Sud,Libéralisme,9.38054252410405e-05
Afrique du Sud,Libye,0.000515929838825723
Afrique du Sud,Mali,0.000164159494171821
Afrique du Sud,Manlio Dinucci,0.000187610850482081
Afrique du Sud,Manuel Valls,0.000437758651124856
Afrique du Sud,Mariage homosexuel,0.000218879325562428
Afrique du Sud,Médias,0.000328318988343642
Afrique du Sud,Métaux précieux,0.000328318988343642
Afrique du Sud,Multinationales,0.000164159494171821
Afrique du Sud,Namibie,0.000218879325562428
Afrique du Sud,Napoléon Bonaparte,0.000262655190674913
Afrique du Sud,Nationalisme,0.000262655190674913
Afrique du Sud,Nigeria,0.000547198313906069
Afrique du Sud,OTAN,0.000225133020578497
Afrique du Sud,Palestine,0.000755133673190376
Afrique du Sud,Pays-Bas,0.000187610850482081
Afrique du Sud,Politique,0.00130233198709645
Afrique du Sud,Renseignement,0.000637876891639075
Afrique du Sud,Royaume-Uni,0.00104436706768358
Afrique du Sud,Russie,0.00132109307214465
Afrique du Sud,Rwanda,0.000164159494171821
Afrique du Sud,Santé,0.000164159494171821
Afrique du Sud,Sexualité,0.000218879325562428
Afrique du Sud,Sionisme,0.00119445574806925
Afrique du Sud,Social,0.000984956965030925
Afrique du Sud,Société,0.000328318988343642
Afrique du Sud,Soudan,0.000164159494171821
Afrique du Sud,Sport,0.000218879325562428
Afrique du Sud,Suisse,0.000164159494171821
Afrique du Sud,Syrie,0.000164159494171821
Afrique du Sud,Théorie du genre,0.000218879325562428
Afrique du Sud,Traité transatlantique,9.38054252410405e-05
Afrique du Sud,Traité transpacifique,9.38054252410405e-05
Afrique du Sud,Ukraine,0.000483097939991359
Afrique du Sud,Zimbabwe,0.000734809164388151
Agriculture,Algérie,0.000328318988343642
Agriculture,Alimentation,0.000736893729393507
Agriculture,Allemagne,0.00149989189783136
Agriculture,Amérique latine,0.000164159494171821
Agriculture,Antiracisme,0.000656637976687283
Agriculture,Arabie saoudite,0.000131327595337457
Agriculture,Asie,0.000328318988343642
Agriculture,Banques,0.00110690401784428
Agriculture,Barack Obama,0.000328318988343642
Agriculture,Belgique,0.00108345266153402
Agriculture,BHL,0.000218879325562428
Agriculture,Brésil,0.000437758651124856
Agriculture,Bulgarie,0.000131327595337457
Agriculture,Canada,0.00120383629059335
Agriculture,Charles Sannat,0.000328318988343642
Agriculture,Chine,0.00157593114404948
Agriculture,Christianisme,0.000328318988343642
Agriculture,Cinéma,0.000119388723034052
Agriculture,Climat,0.000262655190674913
Agriculture,Colonisation,0.000350206920899884
Agriculture,Communautés,0.00139144714107543
Agriculture,Consommation,0.00154674723397449
Agriculture,Corruption,0.000164159494171821
Agriculture,Culture,0.000530488994763483
Agriculture,Danemark,0.000328318988343642
Agriculture,Décroissance,0.000218879325562428
Agriculture,Défense,0.000793176984538131
Agriculture,Délinquance ,0.000820797470859104
Agriculture,Désinformation,0.000262655190674913
Agriculture,Donald Trump,0.000275162580707052
Agriculture,Drogue,0.000164159494171821
Agriculture,Écologie,0.0155357418436703
Agriculture,Économie,0.0221526395128233
Agriculture,Éducation,0.000262655190674913
Agriculture,Égypte,0.000131327595337457
Agriculture,Emmanuel Macron,0.000131327595337457
Agriculture,Esclavage,0.000262655190674913
Agriculture,États-Unis,0.00813089317987025
Agriculture,Extrême gauche,8.75517302249711e-05
Agriculture,F. Balme,0.000328318988343642
Agriculture,Féminisme,0.000187610850482081
Agriculture,Forces de l’ordre,0.00142271561615578
Agriculture,France,0.040211794671955
Agriculture,François Fillon,0.000187610850482081
Agriculture,François Hollande,0.00142893651207212
Agriculture,Front national,0.000909912624838093
Agriculture,Futur,0.00131327595337457
Agriculture,Géopolitique,0.000496126471274836
Agriculture,Géorgie,9.38054252410405e-05
Agriculture,Grèce,0.000382043913708965
Agriculture,Histoire,0.000963637550203416
Agriculture,Immigration,0.000733245740634133
Agriculture,Inde,0.000853629369693469
Agriculture,Insolite,0.000218879325562428
Agriculture,International,0.0106824007464266
Agriculture,Internet,0.000875517302249711
Agriculture,Irak,9.38054252410405e-05
Agriculture,Iran,0.000262655190674913
Agriculture,Irlande,0.000218879325562428
Agriculture,Islam,0.000101021227182659
Agriculture,Israël,0.000809853504580983
Agriculture,Jacques Sapir,0.000471159067687953
Agriculture,Japon,0.000583678201499808
Agriculture,Judaïsme,0.000406490176044509
Agriculture,Justice & Droit,0.00609005666314888
Agriculture,Kosovo,9.38054252410405e-05
Agriculture,Liban,0.000131327595337457
Agriculture,Libéralisme,0.00130389541085046
Agriculture,Libye,0.000444012346140925
Agriculture,LRPS,0.00285008870447388
Agriculture,Luxembourg,0.000328318988343642
Agriculture,Mai 68,0.000218879325562428
Agriculture,Manuel Valls,0.000984956965030925
Agriculture,Mariage homosexuel,8.75517302249711e-05
Agriculture,Marine Le Pen,0.00141742402806526
Agriculture,Médias,0.000735898823368223
Agriculture,Mélenchon,0.000232348822520116
Agriculture,Mondialisme,0.00784582891538775
Agriculture,Multinationales,0.00214814423801983
Agriculture,N.W.O.,0.000218879325562428
Agriculture,Namibie,0.000218879325562428
Agriculture,Nationalisme,0.000666587036940121
Agriculture,Nicolas Dupont-Aignan,0.000656637976687283
Agriculture,Nicolas Sarkozy,0.000218879325562428
Agriculture,OTAN,9.38054252410405e-05
Agriculture,OTSC,9.38054252410405e-05
Agriculture,Palestine,0.000481534516237341
Agriculture,Permaculture,0.00269221570441786
Agriculture,Philosophie,0.000712921231831908
Agriculture,Politique,0.0109002049903866
Agriculture,Presse,8.75517302249711e-05
Agriculture,Quenelle,0.000656637976687283
Agriculture,Rédaction E&R,0.000638838998564625
Agriculture,Religion,0.000218879325562428
Agriculture,Renseignement,0.000164159494171821
Agriculture,République tchèque,0.000328318988343642
Agriculture,Revue Rébellion,0.000218879325562428
Agriculture,Roumanie,0.000328318988343642
Agriculture,Royaume-Uni,0.000712921231831908
Agriculture,Russie,0.00471372261836229
Agriculture,Santé,0.0145476580311314
Agriculture,Science,0.00226540101957113
Agriculture,Serge Ayoub,0.000262655190674913
Agriculture,Services publics,0.000145919550374952
Agriculture,Sexualité,0.000218879325562428
Agriculture,Sionisme,0.000700413841799769
Agriculture,Social,0.00848522185430345
Agriculture,Société,0.00453757687540966
Agriculture,Sociologie,0.000459646583681098
Agriculture,Sport,0.000812980352089018
Agriculture,Syndicats,0.000757659203869942
Agriculture,Syrie,0.000677483626740848
Agriculture,Terrorisme,0.000101021227182659
Agriculture,Tradition,0.00597910095309105
Agriculture,Traité transatlantique,0.00229979634215951
Agriculture,Traité transpacifique,0.000328318988343642
Agriculture,Tunisie,0.000437758651124856
Agriculture,Ukraine,0.00152902843142896
